ISBN10	AUTHOR
0812516257	GENE WOLFE
0140104321	MARC REISNER
0140250824	ROBERT LLEWELLYN
2266104535	MARC LEVY
2020352257	WILL SELF
2070417212	JACQUES LACARRIÈRE
0902920049	JACK JONES
1858286794	RACHEL KABERRY
1858286794	AMY K. BROWN
0140622306	JAMES JOYCE
0440432960	BEVERLY CLEARY
0345380975	BARBARA HAMBLY
067102261X	DAVID FARLAND
055327449X	RAY BRADBURY
0425093328	ROBERT A. HEINLEIN
0312979533	VAL MCDERMID
1569470154	SUE TOWNSEND
0439228913	EMILY BRONTË
0060951281	ISABEL ALLENDE
0679879269	PHILIP PULLMAN
0679879250	PHILIP PULLMAN
0060951303	ISABEL ALLENDE
0439456983	KEVIN BROOKS
0813511704	NELLA LARSEN
0813511704	DEBORAH MCDOWELL
0312890249	RODERICK MACLEISH
0393310396	RAINER MARIA RILKE
0393310396	M.D. HERTER NORTON
0312253737	DANIEL HANDLER
0451159497	ROBIN COOK
0446675792	LANCE GOULD
0446675792	H ROBERTS DESIGN
0425155404	ROBIN COOK
0671535552	F. SCOTT FITZGERALD
0299177742	CATULLUS
0299177742	DAVID MULROY
0140231900	PAUL AUSTER
0762411554	PAT CROCE
0762411554	BILL LYON
0747543259	RICHARD PRICE
9875021245	BRAM STOKER
0486405524	H. G. WELLS
0863560237	AMIN MAALOUF
0674810511	UMBERTO ECO
0151002177	GEORGE ORWELL
0151002177	RALPH STEADMAN
0451458222	GUY GAVRIEL KAY
0613072103	MICHAEL CRICHTON
067945540X	MICHAEL CRICHTON
0618002243	J. R. R. TOLKIEN
0618002235	J.R.R. TOLKIEN
0618002227	J. R. R. TOLKIEN
0001047973	ALDOUS HUXLEY
0001047973	TONY BRITTON
0452262933	GEORGE ORWELL
0452262933	ERICH FROMM
0684838087	ANN POWERS
0517488906	LEWIS CARROLL
0517488906	GWYNEDD M. HUDSON
0679740678	PHILIP K. DICK
0330346520	DAVID AMBROSE
0679735747	HENRY DAVID THOREAU
0679735747	EDWARD HOAGLAND
0060294884	DEAN KOONTZ
0060294884	PHIL PARKS
0440206324	GARY PAULSEN
0812536304	PHYLLIS RAYBIN EMERT
0812536304	JAEL
3404612493	URSULA BURKOWSKI
344242528X	CHRISTOPHER DAVIS
344242528X	RON NYSWANER
006447108X	C. S. LEWIS
006447108X	PAULINE BAYNES
0451409973	JEANNE RAY
0821773712	ANNIE SMITH
0590477390	R.L. STINE
0345368622	BERTRICE SMALL
0380816792	KATHLEEN E. WOODIWISS
0451404459	MARY JO PUTNEY
0553577379	ANN RIPLEY
0373106939	AVERY THORNE
0373260024	MEEK
0804101507	SYDNEY BIDDLE BARROWS
0804101507	WILLIAM NOVAK
0449206610	DAVID MORRELL
1551660431	JAYNE ANN KRENTZ
0887291228	HOLGER FREESE
0887291228	HELGA KRÜGER
0887291228	BRIGITTE WOLTERS
0486428427	MARY MAPES DODGE
0486428427	CHILDREN'S CLASSICS
0345250559	JEANNIE SAKOL
0440209102	REXANNE BECNEL
0446306177	KAREN ROBARDS
067187098X	JULIE GARWOOD
1557488371	COLLEEN L. REECE
0671676369	LINDA LAEL MILLER
0380844001	KATHLEEN E. WOODIWISS
0140620753	JANE AUSTEN
0689714335	ELIZABETH COATSWORTH
0689714335	LYND WARD
1893224201	MICHAEL VINER
1893224201	STEFAN RUDNICKI
1893224201	ROGER REES
1892859084	MERRIAM-WEBSTER
1565122321	LAURIE GWEN SHAPIRO
0064401103	MAUD HART LOVELACE
0064401103	VERA NEVILLE
0064400980	MAUD HART LOVELACE
0064400980	LOIS LENSKI
0064400999	MAUD HART LOVELACE
0064400999	LOIS LENSKI
0064408582	MAUD HART LOVELACE
0064408582	VERA NEVILLE
3423126299	MARINA ZWETAJEWA
3404102800	HEINZ G. KONSALIK
3453870336	EVA-CHRISTIANE WETTERER
0525946632	ERIC JEROME DICKEY
0345369025	JIM DAVIS
0375823255	JOANNE HORNIMAN
2070424197	SA SHAN
0440295521	JOHN GRISHAM
0140389660	S. E. HINTON
3423125195	T. C. BOYLE
3423125195	WERNER RICHTER
0842365508	BETSY SCHMITT
0140363033	ROALD DAHL
0140363033	TONY ROSS
0440503310	AERON CLEMENT
0671674005	FABIENNE MARSH
0312961049	DONNA HUSTON MURRAY
0590431692	JOHANNA HURWITZ
0590489410	TERRI FIELDS
0786889322	TIM ALLEN
3499232634	STEINUNN SIGURDARDÓTTIR
3499232634	COLETTA BÜRLING
346202812X	NOËLLE CHÂTELET
1400030382	DANIEL MASON
3518100319	BERTOLT BRECHT
3499233347	HARRY MULISCH
3499233347	MARIA CSOLLÁNY
3150006597	SOPHOKLES
3548208975	RICHARD BACH
3548208975	RUSSELL MUNSON
3548208975	JEANNIE EBNER
3379015180	ROBERT SCHNEIDER
0451078721	STEPHEN KING
0553484508	JOHN WHITMAN
0706366468	R. SPILL
0375411070	CARL HIAASEN
0679749020	PHILIP ROTH
0525934553	JOYCE CAROL OATES
0312860129	ROBERT POE
051743623X	WILLIAM SHAKESPEARE
0375726845	PHILIP ROTH
0312080824	CHARLES DICKENS
0312080824	JANICE CARLISLE
0891979867	RAYMOND R. MACCURDY
0812881176	ELIA KAZAN
1850892237	KINGSLEY AMIS
1880399679	HENRIK IBSEN
1880399679	RICK DAVIS
1880399679	BRIAN JOHNSTON
0671525247	PLATO
0440343690	MARGARET CRAVEN
0899664016	SINCLAIR LEWIS
0151807027	T. S. ELIOT
0151807027	FRANK KERMODE
1853260231	MARY WOLLSTONECRAFT SHELLEY
0099478110	DEBORAH LEVY
0553214543	D.H. LAWRENCE
0394746295	DORIS LESSING
0449210901	PHILIP ROTH
0553256653	DANIEL KEYES
0099825201	PHILIP ROTH
0451528204	GUSTAVE FLAUBERT
0451528204	MILDRED MARMUR
0451528204	ROBIN MORGAN
0802135226	JEANETTE WINTERSON
0679768203	JEANETTE WINTERSON
0679441816	JOHN LE CARRE
1557832307	EDMUND ROSTAND
1557832307	ANTHONY BURGESS
0452276721	PAT BARKER
078711457X	ERICA JONG
0452274796	ERICA JONG
0060927518	MILAN KUNDERA
0140096949	MILAN KUNDERA
0806133678	MARY CLEARMAN BLEW
0806133678	KIM BARNES
0691086192	PAULINE ROSENAU
0375410414	NEALE DONALD WALSCH
1569246483	CAROLYN MCVICKAR EDWARDS
1567184766	JONN MUMFORD
0813519942	THOMAS ERSKINE
0394497848	TONI MORRISON
0940322587	CAMARA LAYE
0940322587	TONI MORRISON
0375712925	STEPHEN L. CARTER
1582340331	JENNIFER LASH
0446678457	LALITA TADEMY
0345410998	LORENZO CARCATERRA
0399149155	SUE GRAFTON
0553264303	ROBERT LUDLUM
0553107003	JACK HIGGINS
0440178002	JAMES CLAVELL
0717127516	IAIN ZACZEK
0385243022	DAPHNE DU MAURIER
0385243022	MICHAEL FOREMAN
0446390895	MEL BLANC
0446390895	PHILIP BASHE
1573220167	NICK HORNBY
0060173211	JUDY SHEINDLIN
0316172006	GEORGE DANGERFIELD
0679415645	SAM SHEPARD
0060976241	SHERMAN ALEXIE
0767905202	JANE GREEN
315009951X	LUDWIG THOMA
315009951X	URSULA SEGEBRECHT
033034692X	DAVE BOWLER
033034692X	BRYAN DRAY
3442727952	HARUKI MURAKAMI
3442727952	GIOVANNI BANDINI
1740590651	PAUL HARDING
1740590120	VERITY CAMPBELL
1863305130	VIRGINIA TRIOLI
0140287698	NICK EARLS
0671034979	PHIL KUNTZ
1583225579	NANCY SNOW
0702228524	SIMON COLVEY
0330358561	ROBERT M. EVERSZ
0702227218	MARIANNE WOOD
073225700X	KEN CATRAN
0868246778	HELEN HODGMAN
0671018280	RENE DELORM
0590603884	JANICE HARRELL
0618131736	SUE MILLER
0618131736	KATRINA KENISON
0060185252	JOYCE CAROL OATES
0688170528	JODI PICOULT
0743225082	TONY PARSONS
0758201087	JOAN ELIZABETH LLOYD
0425184943	ALICE HOFFMAN
0201570971	SUSAN M. LOVE
0201570971	SUSAN M. LOVE M.D.
0201570971	KAREN LINDSEY
0201570971	MAR
067086014X	MARY MCGARRY MORRIS
0864922108	ANN COPELAND
0821765868	AMANDA SCOTT
1551660733	LINDA LAEL MILLER
0312977409	BRENDA JOYCE
0843941774	EVELYN ROGERS
0440212308	MEAGAN MCKINNEY
038076766X	SONYA BIRMINGHAM
038075942X	KATHERINE SUTCLIFFE
0515077437	KATHRYN ATWOOD
067102177X	JULIE GARWOOD
0380761327	LAURA KINSALE
055358183X	TERESA MEDEIROS
0843949848	SANDRA HILL
0671867164	MARY HIGGINS CLARK
0060955635	OLIVIA GOLDSMITH
0688013929	YURI RUBINSKY
0688013929	IAN WISEMAN
1558748903	JACK CANFIELD
1558748903	MARK VICTOR HANSEN
1558748903	MARCI SHIMOFF
1558748903	CAR
0684841371	IYANLA VANZANT
0739405047	MJ ROSE
0804108412	JOSEPHINE HART
0394589955	NICHOLSON BAKER
0385414250	ELIZABETH DEWBERRY VAUGHN
0312120001	LAURA REESE
0060740450	GABRIEL GARCIA MARQUEZ
0802111815	BARRY GIFFORD
0836220498	GARY LARSON
0800781562	CORRIE TEN BOOM
0800781562	JOHN SHERRILL
0800781562	ELIZABETH SHERRILL
0881334588	PETER LAWRENCE
0679730680	RICHARD ROSEN
0671420186	HUNTER S. THOMPSON
0312081944	BETTY MAHMOODY
0312081944	ARNOLD D. DUNCHOCK
3499138956	WILLIAM KOTZWINKLE
3499138956	HANS PFITZINGER
3426611457	EILEEN CAMPBELL
3426611457	PETRA HRABAK
3426611457	RITA SEUSS
0702228230	NICK EARLS
0878579915	GRACE GERSHUNY
0878579915	DEBORAH L. MARTIN
156512281X	DIANA WELLS
156512281X	LAUREN JARRETT
1551660717	ERICA SPINDLER
0451199685	CATHERINE COULTER
0385189508	JACOB LUDWIG CARL GRIMM
0385189508	JACOB W. GRIMM
0385189508	WILHELM GRI
0810933160	CANDACE BAHOUTH
0810933160	CLAY PERRY
0810933160	LINDSAY CLARKE
1565121384	DIANA WELLS
1565121384	IPPY PATTERSON
0395653738	SARA B. STEIN
0312170955	ANDREW STOKER
0312170955	SASHA WILLIAMSON
0152013415	MICHAEL J. ROSEN
0679441018	ANNE RICE
0345377648	ANNE RICE
0201409429	WILLIAM WARRINER
0765107619	MARYJO KOCH
0140052801	BRAM STOKER
1853687022	RENE BERGH
068815512X	CAROL ADRIENNE
155870406X	MARY KIDD
0679723005	ALAN WATTS
1555830617	NANCY TODER
0312420048	SYLVIA BROWNRIGG
1578591473	RAYMOND BUCKLAND
0062511173	CHARLOTTE J. BECK
0062511173	STEVE SMITH
0394719999	ALAN W. WATTS
0135113385	JOHN GOLDSTEIN
0135113385	MANUELA SOARES
0807032530	MARGOT ADLER
0449910172	CELINA SPIEGEL
0449910172	CHRISTINA BUCHMANN
0395353440	MONICA FURLONG
0345310020	GABRIEL GARCIA MARQUEZ
0679891072	MARK GARLAND
0394751019	MARY RENAULT
0064403688	KATHERINE PATERSON
0064472795	MEG CABOT
0679783598	ELIZABETH LESSER
0595271618	ANYA WEINSTEIN
031230093X	MICHAEL NEWTON
0140434941	CHARLES DICKENS
0140434941	JEREMY TAMBLING
0140434941	HABLOT K. BROWNE
0152380418	HAN NOLAN
0590467158	CYNTHIA VOIGT
0689835337	JAMES HOWE
0374480095	NATALIE BABBITT
3257056109	PATRICK SÜSKIND
0425177432	MICHAEL KILIAN
0684859998	IYANLA VANZANT
0688154395	ROBIN MCKINLEY
0684848147	JUDITH VIORST
0684848120	DAVID GARDNER
0684848120	TOM GARDNER
0553210351	LEO TOLSTOY
0553210351	LYNN SOLOTAROFF
0553210351	RONALD BLYTHE
1567313965	HAROLD N.
1567313965	 M.D. LEVINSON
0375401458	KAY REDFIELD JAMISON
0671528165	M. SCOTT PECK
006251184X	MARTHA MANNING
0515128325	JUDITH KELMAN
0140276823	IAN IRVINE
3596137306	LEON GARFIELD
3596137306	BAZ LUHRMANN
3596137306	CRAIG PEARCE
3596137306	WILLIAM SH
3596237874	EVA HELLER
0380820757	MARY STEWART
0807062995	JOANNA RUSS
0786865148	DWIGHT YOAKAM
0345322061	HAROLD BLOOMFIELD M.D.
0764552988	SHARON JANIS
0811809935	JOY SIKORSKI
0943015073	WU WEI
0140361219	A. A. MILNE
0140361219	ERNEST H. SHEPARD
0553269631	CARSON MCCULLERS
0553272543	CARSON MCCULLERS
0671887173	STEPHEN R. COVEY
0553285726	RAM DASS
0062552767	KAREN CASEY
0062552767	HARPERSANFRANCISCO
0671787004	DAVE MARSH
0060919760	WAYNE W. DYER
0060507233	STEVE HAGEN
0915811006	DAN MILLMAN
1558744274	JOHN BRADSHAW
0192829823	HENRY DAVID THOREAU
0192829823	STEPHEN FENDER
1567314163	GAIL MCMEEKIN
0743416996	MARC GAFNI
0786880708	JON KABAT-ZINN
1561703753	MICHAEL TOMS
1561703753	KEITH JARRETT
1561703753	NATALIE GOLDBERG
1561703753	JULIA
0452272041	JEFFREY E. YOUNG
0452272041	JANET S. KLOSKO
0452272041	AARON T. BECK
0316133175	JOHN CHAFFEE
0878331859	THOMAS AYRES
0679600442	STEPHEN CRANE
1567314260	PATRICIA LYNN REILLY
1573241172	MARK NEPO
0345311000	BARBARA SHER
0849916836	MAX LUCADO
0764553143	JOHN A. TRACY CPA
3462029592	CHRISTINE WESTERMANN
3499121581	RITA MAE BROWN
3453210719	DAVID SEDARIS
0380728249	PETRU POPESCU
0380792648	JAMES ROLLINS
0553242598	CRAWFORD KILIAN
0385031149	JOHANN WOLFGANG VON GOETHE
0385031149	WALTER KAUFMANN
0385031149	WALTER
0836982215	JACK GAVER
0451171128	TENNESSEE WILLIAMS
0061052280	DAVID COPPERFIELD
0061052280	JANET BERLINER
0140620850	WILLIAM M THACKERAY
3462032208	NICK HORNBY
3462032208	CLARA DRECHSLER
3462032208	HARALD HELLMANN
0060925795	NORMAN F. CANTOR
189162007X	STEPHEN JONES
189162007X	PETER ISRAEL
0931580633	PETER MCWILLIAMS
0684839873	LESLEY HAZLETON
0156006820	ROY BLOUNT JR.
068483295X	IVAN DOIG
0670852627	RACHEL SIMON
0871138018	SHERMAN ALEXIE
0201877589	KEITH HAVILAND
0201877589	DINA GRAY
0201877589	BEN SALAMA
0596001967	JENNIFER NIEDERST
1568654383	DAVID G. HARTWELL
0764551280	PHILLIP GIROUX
0764551280	BOB BECKSTROM
0764551280	LANCE WALHEIM
0764551280	THE EDI
0669164062	ROLAND E. LARSON
0669164062	BRUCE H. EDWARDS
0669164062	ROBERT P. HOSTET
283151794X	BERLITZ GUIDES
1556618123	JANETTE OKE
0380812924	ISAAC ADAMSON
0812550293	ROBERT JORDAN
0679751319	HELEN PREJEAN
0316285269	JANET FITCH
0553277537	RAY BRADBURY
0440502721	L.M. BOYD
207036805X	JEAN-PAUL SARTRE
0553234161	JOHN STEINBECK
0812502841	BRIAN FREEMANTLE
0671640585	JACK HIGGINS
1586480286	MARK ARAX
1586480286	RICK WARTZMAN
1558596909	ARMIN A. BROTT
1558596909	JENNIFER ASH
0449910237	JANE SMILEY
0553235575	AGATHA CHRISTIE
0020519605	ERNEST HEMINGWAY
0140274375	MICK JACKSON
0140024018	PIERRE BOULLE
0425138151	TIMOTHY EGAN
1550376284	BILL RICHARDSON
0375725202	JULIE HECHT
0140306323	URSULA K. LE GUIN
0140048987	NICOLAS FREELING
0671878549	JODY LYNN NYE
0671730134	JOHN FEINSTEIN
0446520667	WALTER MERCADO
0706406141	PAUL (ED) ATTERBURY
087474945X	HERMAN J. VIOLA
087474945X	JAN S. DANIS
087474945X	CAROLYN J. MARGOLIS
0881149497	KENNETH COPELAND
0881149497	GLORIA COPELAND
0380726238	DENNIS LEHANE
0806524154	JAMES F. DUNNIGAN
0306811677	ALEX KERSHAW
0425182703	CLAY REYNOLDS
1566633370	HEATHER MACDONALD
0399148701	TOM CLANCY
0399131493	TOM CLANCY
0870212850	TOM CLANCY
006009527X	JOSEPH WAMBAUGH
0224030361	TOM WOLFE
0679736395	WILLIAM STYRON
1568849168	LAUREN STEINHAUER
0451403959	ANNE D. LECLAIRE
014028088X	LAURA MILLER
014028088X	ADAM BEGLEY
0394726251	DANIEL J. BOORSTIN
0887307396	JAMES C. COLLINS
0887307396	JERRY I. PORRAS
0679735739	MARTIN AMIS
0834800799	SHUNRYU SUZUKI
0834800799	TRUDY DIXON
0834800799	RICHARD BAKER
0834800799	HUSTON SM
0837850681	ALICE JOYCE DAVIDSON
0837850681	VICTORIA MARSHALL
0671545140	RICHARD MARCINKO
0671545140	JOHN WEISMAN
0914457527	BILL BARNES
0786705833	PETER HAINING
0807107808	CLAIR ALAN BROWN
0385326521	ERIC A. KIMMEL
0385326521	JON GOODELL
1588270475	KRISTOFFER J. BUQUET
0425150143	TOM CLANCY
0425150143	STEVE PIECZENIK
0841914036	DORIT BADER WHITEMAN
0809233169	COREY SANDLER
0679446028	RICHARD ELLIS
0671469975	JANE FONDA
0440506743	LOUISE BATES AMES
0440506743	FRANCES L. ILG
0743234693	GREG ILES
019281513X	CHARLOTTE BRONTÏ¿1/2
019281513X	MARGARET SMITH
0399144803	NORA ROBERTS
0702226009	MOYA COSTELLO
0613361628	NEAL STEPHENSON
0553586971	ELLEN KUSHNER
158005059X	FAITH CONLON
158005059X	INGRID EMERICK
158005059X	CHRISTINA HENRY DE TES
1551669188	JUDITH ARNOLD
0380728613	DARRYL REANNEY
0064406601	LOUISE FITZHUGH
0689868456	MEG CABOT
0061096113	LISA SCOTTOLINE
0812575970	ANDREW M. GREELEY
006092330X	RICHARD SHENKMAN
0316116726	JAMES BURKE
0890877025	SARK
0877284245	DION FORTUNE
1878825011	NOAM CHOMSKY
0805029648	DAVE BARRY
1888766034	KENNETH W. ROYCE
1888766034	BOSTON T. PARTY
0380728176	STEPHEN J. CANNELL
0345409973	RICHARD PRESTON
0671743074	ROBERT MCCAMMON
0345413865	JONATHAN KELLERMAN
0380786974	BEN BOVA
1567312373	ROBERT SHEA
1567312373	ROBERT ANTON WILSON
0446609404	JAMES PATTERSON
1842230514	MONICA MCINERNEY
0864922302	LYNN COADY
0671785214	TRACY KIDDER
0312111029	TERRI WINDLING
0312111029	ELLEN DATLOW
0439219175	BEN JEAPES
0449203794	JAMES A. MICHENER
0374522928	HENRY ROTH
0374522928	ALFRED KAZIN
0374522928	HANA WIRTH-NESHER
0440219515	JOHN MARSDEN
1573221937	NICK HORNBY
0441002935	LAURELL K. HAMILTON
0441000916	LAURELL K. HAMILTON
0306454114	CLIFFORD A. PICKOVER
0896087247	ARUNDHATI ROY
0451523652	JANE AUSTEN
0451523652	JOANN MORSE
0140043128	KEN KESEY
0841914060	STEFAN ZWEIG
1870041364	KERSTIN EKMAN
0060557257	MARIAN KEYES
0553582313	MARILYN PAPPANO
0373835876	CARLY PHILLIPS
037383599X	CARLY PHILLIPS
0373835795	CARLY PHILLIPS
0380794578	STEPHANIE LAURENS
0380805685	STEPHANIE LAURENS
0380812010	STEPHANIE LAURENS
0312983301	JANET EVANOVICH
0312983301	CHARLOTTE HUGHES
006051762X	VICTORIA ALEXANDER
0440236606	MARY BALOGH
0446610569	CARLY PHILLIPS
0060582308	HAILEY NORTH
0553586203	JANE FEATHER
0373790473	KAREN ANDERS
0373790481	KRISTIN HARDY
0373483694	NORA ROBERTS
1551669374	JOAN JOHNSTON
0821763431	AMANDA SCOTT
0821767623	AMANDA SCOTT
0373218478	NORA ROBERTS
0380813017	KAREN RANNEY
1551669226	CANDACE CAMP
0380820552	MICHELE ALBERT
0505525038	ROBIN WELLS
0380791021	CATHERINE ANDERSON
0553583913	JOSIE LITTON
1551669234	CARLA NEGGERS
0804119538	SUZANNE BROCKMANN
0440225299	CHRISTOPHER REICH
0931580501	PETER MCWILLIAMS
0553295101	JOHN ROGER
0553295101	PETER MCWILLIAMS
156276134X	PC LEARNING LAB
0716713616	MARTIN GARDNER
0886778581	KRISTEN BRITAIN
0451140354	RICHARD ADAMS
0380008238	ISAAC ASIMOV
080912596X	CHARLES J. KEATING
0375704051	OLIVER SACKS
0590509616	DEBBIE DADEY
0590509616	MARCIA T. JONES
0590509616	JOHN STEVEN GURNEY
0395544262	JANE RESH THOMAS
0448095491	CAROLYN KEENE
0448095432	CAROLYN KEENE
0590436465	ANN M. MARTIN
0448095157	CAROLYN KEENE
0448095440	CAROLYN KEENE
0439130204	LAUREN BROOKE
0439130220	LAUREN BROOKE
0439130247	LAUREN BROOKE
0746022751	JUDY TATCHELL
0590300393	L. MOERI
0590944711	NICHOLAS EDWARDS
0679836101	STAN BERENSTAIN
0679866655	STAN BERENSTAIN
0679866655	JAN BERENSTAIN
0590673130	JANNI LEE SIMNER
0448148943	MIKE JAHN
0671787136	GORMAN
038079537X	CLAIRE RUDOLF MURPHY
038079537X	VARIOUS
0440414911	MARY JANE AUCH
0671183699	JUDY RICHTER
0590957678	PAM RYAN
0439120470	MARY STANTON
0439120470	D. CRAIG
0439062837	MARY STANTON
0439062829	MARY STANTON
0439062802	MARY STANTON
0517208326	DAVID BURN
0517208326	CECILIA FITZSIMONS
0590416936	ROBERT WESTALL
0439056527	MILDRED D. TAYLOR
0936650087	JUDY ALTER
0440219779	CAROLINE B. COONEY
038072913X	WILL HOBBS
0425067750	AGATHA CHRISTIE
0060805188	LANGE LEWIS
0449200019	ALISTAIR MACLEAN
0441698859	ANTONIA FRASER
0671600427	FRANCESCA STANFILL
0425132358	JOYCE E. STROM-PAIKIN RN
0671466801	TERRY CARR
0140011528	H. E. BATES
0425108449	WILLIAM MCGIVERN
0671649469	ROBERT GODDARD
0671642561	V.C. ANDREWS
0671695126	V.C. ANDREWS
0671443283	V.C. ANDREWS
0373702213	NANCY MARTIN
0380778009	BRUCE NICOLAYSEN
0425144372	TOM CLANCY
055312997X	M. M. KAYE
0380785358	C. PETERSON
0872165272	PRICILLA HAMILTON
055323336X	JOHN SAUL
0671672711	SANDERS
0671721143	TIMOTHY ZAHN
0131654233	JAMES MARTIN
0672315610	LOUIS W. STORMS IV
0672315610	SCOTT J. PETERSON (MCSD MCT)
0137089171	JAMES MARTIN
0136362346	GARY J. NUTT
907219439X	WOUT J HOFMAN
0471969478	PETER LAWRENCE
0060256656	SHEL SILVERSTEIN
0152010289	JANELL CANNON
0698116151	PATRICIA POLACCO
0060259078	LAURA INGALLS WILDER
0060259078	RENEE GRAEF
0590568663	DAVID KIRK
0749933380	LUANNE RICE
1859028519	ROBERT NISBET
0142301655	SARAH DESSEN
0948524588	BRIAN GALLAGHER
0349111863	CANDACE BUSHNELL
0749395389	SUSANNA TAMARO
0140118470	ROALD DAHL
0140118470	JOHN LAWRENCE
044024126X	THOMAS H. COOK
1840225106	ALGERNON B. MITFORD
0340654163	JAMES CLAVELL
0380773309	LINDA PIAZZA
0812512774	WHITLEY STRIEBER
0671729403	V.C. ANDREWS
0671729438	V.C. ANDREWS
0006749151	CYNTHIA BLAIR
0425139697	NICHOLAS PINE
0061062472	JANICE HARRELL
0380718758	ELLEN DATLOW
0380718758	TERRI WINDLING
067172939X	V.C. ANDREWS
0671729446	V.C. ANDREWS
1853264180	ROBERT BROWNING
1585673382	P.G. WODEHOUSE
1842157086	RICK BEECH
972708530X	RUI NUNES
9722110500	MIA COUTO
0002257580	RHIDIAN BROOK
0375708049	JOSEPH MITCHELL
0375701435	STEVEN MILLHAUSER
9722100718	MIA COUTO
9721030791	ECA DE QUIEROS
0028604199	JAMES FINN GARNER
0374202281	LUCY ELLMANN
0874779111	JEREMY NARBY
0345369491	DORIS R. MEREDITH
0525484272	ROGER A. CARAS
0671526022	ALICE WALKER
0060154969	BERNIE S. SIEGEL
0060930888	JAY WINIK
039585993X	JAMES CARROLL
3785538448	R. L. STINE
3785538448	JOHANNA ELLSWORTH
0385492707	E. LYNN HARRIS
0140369945	CAROLINE MACDONALD
1566191432	JANE AUSTEN
0874771501	TRISTINE RAINER
0874771501	ANAÏS NIN
0060645873	SUE MONK KIDD
0768420350	DARIEN COOPER
1557250537	KEN J. ROBERTS
0877936250	JOYCE RUPP
0877936250	JANE PITZ
0867164301	MARK E. THIBODEAUX
1565070569	CLAIRE CLONINGER
0896939758	EVELYN CHRISTENSON
1401901484	LORETTA LAROCHE
0829419888	LYN HOLLEY DOUCET
0062548689	MACRINA WIEDERKEHR
0824519302	PAULA D'ARCY
0451182006	BRIAN HARPER
0425186709	JEFF ROVIN
0425186709	TOM  CLANCY
0425186709	STEVE  PIECZENIK
0671026682	CLIVE CUSSLER
0671026682	PAUL KEMPRECOS
0684846608	WES CRAVEN
0399151613	KAREN JOY FOWLER
0330314971	UMBERTO ECO
051788433X	CHARLES MACKAY
051788433X	ANDREW TOBIAS
0688160999	JANINE M. BENYUS
1553662415	CINDY STONE
1585421499	FRANCES MOORE LAPPE
1585421499	ANNA LAPPÉ
0679729798	PAUL BOWLES
0140127739	EVA HOFFMAN
1567315208	RAINER MARIA RILKE
0141182806	JAMES JOYCE
0141182806	DECLAN KIBERD
0006143199	DESMOND BAGLEY
0140050000	RICHARD ADAMS
0843949090	LYNSAY SANDS
1893224848	ROBERT KAPLOW
0553586335	EMILY CARMICHAEL
3551749612	CLAMP
3551749620	CLAMP
3551751846	KAORI YUKI
3551751846	NINA OLLIGSCHLÄGER
3551745315	KAZUSHI HAGIWARA
3251003011	ROBERT GERNHARDT
3870245123	FLORIAN ILLIES
3150012198	NICCOLÒ MACHIAVELLI
3150012198	PHILIPP RIPPEL
3858620203	FATIMA IGRAMHAN-PARSONS
0553138758	ROBERT PIRSIG
0345344375	JACQUES VALLEE
0553138596	JAMES HERRIOT
0842345566	JOSH MCDOWELL
0802415881	KRISTEN STAGG
0684834731	RICHARD PAUL EVANS
1565121465	JESSE LEE KERCHEVAL
0312021690	JAMES HERRIOT
0312021690	RUTH BROWN
0140465340	JIM TRELEASE
0312549059	JAMES HERRIOT
0312549059	PETER BARRETT
0671794248	CHRISTINA HOFF-SOMMERS
0767901428	JOSEPH KANON
0060170832	CAL THOMAS
0060928069	LAURA C. SCHLESSINGER
0875420087	TED ANDREWS
0373760639	BEVARLY
0816772045	SUZI GOLDEN
1561797332	ROBIN JONES GUNN
1561797324	ROBIN JONES GUNN
1561797316	ROBIN JONES GUNN
1561797308	ROBIN JONES GUNN
1561797200	ROBIN JONES GUNN
1561797197	ROBIN JONES GUNN
1561797189	ROBIN JONES GUNN
156179600X	ROBIN JONES GUNN
1561795992	ROBIN JONES GUNN
1561795976	ROBIN JONES GUNN
1561797219	ROBIN JONES GUNN
1561795984	ROBIN JONES GUNN
0373037732	LIZ FIELDING
0395519519	AMY WALLACE
0395735262	LAURA SCRIBNER KASTNER
0395735262	JENNIFER F. WYATT
0831710349	ISABEL STANLEY
0831710349	JAMES DUNCAN
093439573X	CHARLES G. WAUGH
093439573X	FRANK MCSHERRY
093439573X	CHARLES WAUGH
093439573X	MART
0689804466	CYNTHIA VOIGT
0451409132	MARTHA GRIMES
0425160424	MICHAEL LEVIN
0385297548	BELVA PLAIN
0142301493	ROSEMARY WELLS
0140167153	JOE DOMINGUEZ
0140167153	VICKI ROBIN
014034912X	ELIZABETH POPE
0060182687	BARBARA TAYLOR BRADFORD
0743204832	JAMES LEE BURKE
0786888741	MICHAEL J. FOX
0446604682	JOHN GILSTRAP
0399150552	LAWRENCE SANDERS
0399150552	VINCENT LARDO
0312289901	ROBERT LUDLUM
0312289901	GAYLE LYNDS
0553561723	LESLIE GLASS
0743426657	JULIE PARSONS
0061098760	STEPHEN HORN
0451204158	THOMAS HARRIS
0451171861	ROBERT K. TANENBAUM
0142001384	GRAHAM GREENE
0440206685	JACK OLSEN
0345373707	ANNE RICE
0440376408	NATHANIEL HAWTHORNE
0440376408	JOEL PORTE
0440180090	KURT VONNEGUT
0670839531	STEPHEN KING
0446358584	NELSON DEMILLE
0374121230	ALICE MCDERMOTT
0671014218	JUDE DEVERAUX
